"","time","posX","posY","orientation","00:14:bf:b1:97:8a","00:0f:a3:39:e1:c0","00:14:bf:3b:c7:c6","00:14:bf:b1:97:81","00:14:bf:b1:97:8d","00:14:bf:b1:97:90","00:0f:a3:39:dd:cd","nas","posXY","angle"
"251","1139693215965",1.86,8.08,147.7,-53,-55,-56,-63,-53,-49,-59,0,"1.86-8.08",135
"252","1139693216973",1.86,8.08,147.7,-46,-55,-67,-65,-52,-51,-60,0,"1.86-8.08",135
"253","1139693217477",1.86,8.08,147.7,-43,-56,-59,-63,-53,-51,-70,0,"1.86-8.08",135
"254","1139693217729",1.86,8.08,147.7,-53,-55,-69,-63,-52,-48,-59,0,"1.86-8.08",135
"255","1139693255164",0.47,8.2,5.8,-45,-48,-60,-71,-62,-46,-72,0,"0.47-8.2",0
"256","1139693255668",0.47,8.2,5.8,-46,-49,-80,-68,-64,-48,-76,0,"0.47-8.2",0
"257","1139693256676",0.47,8.2,5.8,-45.5,-48,-74,-72,-66,-51,-75,0,"0.47-8.2",0
"258","1139693256928",0.47,8.2,5.8,-46,-49,-73,-71,-65,-49,-74,0,"0.47-8.2",0
"259","1139693257180",0.47,8.2,5.8,-46,-50,-75,-72,-66,-50.5,-79,0,"0.47-8.2",0
"260","1139693257432",0.47,8.2,5.8,-45.5,-50,-61,-73,-65,-47,-78,0,"0.47-8.2",0
"261","1139693258188",0.47,8.2,5.8,-45,-51,-62,-72,-56,-48,-74,0,"0.47-8.2",0
"262","1139693259448",0.47,8.2,5.8,-45,-49,-63,-73,-56,-53,-70,0,"0.47-8.2",0
"263","1139693260204",0.47,8.2,5.8,-44,-49,-61,-68,-66,-53,-77,0,"0.47-8.2",0
"264","1139693260456",0.47,8.2,5.8,-46,-50,-75,-74,-67,-50,-76,0,"0.47-8.2",0
"265","1139693262472",0.47,8.2,5.8,-47,-49,-62,-70,-64,-47,-75,0,"0.47-8.2",0
"266","1139693262976",0.47,8.2,5.8,-45,-49,-61,-77,-64,-52,-74,0,"0.47-8.2",0
"267","1139693263984",0.47,8.2,5.8,-44,-49,-63,-73,-67,-45,-75,0,"0.47-8.2",0
"268","1139693264488",0.47,8.2,5.8,-45,-49,-62,-73,-57,-53,-75,0,"0.47-8.2",0
"269","1139693264740",0.47,8.2,5.8,-45,-52,-60,-75,-58,-54,-74,0,"0.47-8.2",0
"270","1139693266504",0.47,8.2,5.8,-46,-48,-63,-72,-56,-52,-76,0,"0.47-8.2",0
"271","1139693266756",0.47,8.2,5.8,-47,-49,-63,-71,-67,-49,-76,0,"0.47-8.2",0
"272","1139693267765",0.47,8.2,5.8,-47,-49,-62,-72,-58,-54,-78,0,"0.47-8.2",0
"273","1139693268269",0.47,8.2,5.8,-47,-49,-62,-67,-70,-51,-73,0,"0.47-8.2",0
"274","1139693269277",0.47,8.2,5.8,-47,-52,-63,-71,-68,-52,-71,0,"0.47-8.2",0
"275","1139693269781",0.47,8.2,5.8,-44,-49,-75,-74,-68,-49,-77,0,"0.47-8.2",0
"276","1139693270537",0.47,8.2,5.8,-47,-50,-63,-75,-68,-54,-76,0,"0.47-8.2",0
"277","1139693271041",0.47,8.2,5.8,-46,-49,-63,-69,-67,-46,-71,0,"0.47-8.2",0
"278","1139693271293",0.47,8.2,5.8,-45,-49,-63,-77,-56,-48,-75,0,"0.47-8.2",0
"279","1139693272049",0.47,8.2,5.8,-46,-50,-75,-73,-58,-50,-75,0,"0.47-8.2",0
"280","1139693273061",0.47,8.2,5.8,-44.5,-49,-62,-74,-59,-53,-76,0,"0.47-8.2",0
"281","1139693274321",0.47,8.2,5.8,-48,-49,-60,-76.5,-58,-49,-75,0,"0.47-8.2",0
"282","1139693276089",0.47,8.2,5.8,-45,-49,-75,-77,-58,-44,-76,0,"0.47-8.2",0
"283","1139693276593",0.47,8.2,5.8,-45,-49,-63,-71,-58,-53,-70,0,"0.47-8.2",0
"284","1139693277349",0.47,8.2,5.8,-46,-49,-63,-76,-58,-51,-73,0,"0.47-8.2",0
"285","1139693277853",0.47,8.2,5.8,-47,-52,-63,-72,-58,-47,-72,0,"0.47-8.2",0
"286","1139693278105",0.47,8.2,5.8,-47,-49,-63,-72,-69,-50,-76,0,"0.47-8.2",0
"287","1139693278609",0.47,8.2,5.8,-46,-50,-63,-71,-58,-48,-75,0,"0.47-8.2",0
"288","1139693279113",0.47,8.2,5.8,-45,-49,-63,-73,-58,-50,-70,0,"0.47-8.2",0
"289","1139693279365",0.47,8.2,5.8,-46,-49,-62,-73,-57,-53,-75.5,0,"0.47-8.2",0
"290","1139693279869",0.47,8.2,5.8,-45,-49,-62,-69,-58,-53,-76,0,"0.47-8.2",0
"291","1139693280625",0.47,8.2,5.8,-45,-50,-63,-74,-56,-53,-78,0,"0.47-8.2",0
"292","1139693281885",0.47,8.2,5.8,-46,-52,-63,-73,-56,-44,-72,0,"0.47-8.2",0
"293","1139693282641",0.47,8.2,5.8,-45,-49,-62,-72,-58,-46,-74,0,"0.47-8.2",0
"294","1139693417990",0.15,9.42,112.3,-63,-55,-74,-75,-65,-44,-63,0,"0.15-9.42",90
"295","1139693418494",0.15,9.42,112.3,-48.5,-55,-74.5,-73,-64,-45,-62,0,"0.15-9.42",90
"296","1139693419754",0.15,9.42,112.3,-45,-55,-75,-75,-66,-45,-72,0,"0.15-9.42",90
"297","1139693420510",0.15,9.42,112.3,-46,-54,-70,-73,-72,-45,-68,0,"0.15-9.42",90
"298","1139693421770",0.15,9.42,112.3,-48,-55,-75,-74,-67,-45,-64,0,"0.15-9.42",90
"299","1139693423534",0.15,9.42,112.3,-49,-55,-69,-73,-66,-45,-62,0,"0.15-9.42",90
"300","1139693424290",0.15,9.42,112.3,-45.5,-55,-76,-74,-73,-48,-70,0,"0.15-9.42",90
"301","1139693424794",0.15,9.42,112.3,-46,-58,-74,-74,-73,-45,-72,0,"0.15-9.42",90
"302","1139693425046",0.15,9.42,112.3,-45,-57,-76,-73,-73,-45,-70,0,"0.15-9.42",90
"303","1139693425550",0.15,9.42,112.3,-47,-56,-74,-74,-68,-45,-63,0,"0.15-9.42",90
"304","1139693426054",0.15,9.42,112.3,-46,-56,-75,-72,-68,-45,-70,0,"0.15-9.42",90
"305","1139693427819",0.15,9.42,112.3,-45,-54,-76,-71,-72,-45,-63,0,"0.15-9.42",90
"306","1139693428071",0.15,9.42,112.3,-47.5,-54,-76,-72,-67,-46,-62,0,"0.15-9.42",90
"307","1139693428827",0.15,9.42,112.3,-49,-56,-76,-71,-69,-44,-65,0,"0.15-9.42",90
"308","1139693429839",0.15,9.42,112.3,-44,-54,-73,-65,-67,-44,-66,0,"0.15-9.42",90
"309","1139693430343",0.15,9.42,112.3,-52,-55,-68,-69,-65,-52,-64,0,"0.15-9.42",90
"310","1139693431603",0.15,9.42,112.3,-47,-54,-74,-72,-66,-45,-71,0,"0.15-9.42",90
"311","1139693432611",0.15,9.42,112.3,-46,-56,-75,-72,-68,-51,-64,0,"0.15-9.42",90
"312","1139693432867",0.15,9.42,112.3,-48,-54,-77,-74,-67,-47,-63,0,"0.15-9.42",90
"313","1139693433119",0.15,9.42,112.3,-47.5,-54,-75,-73,-67,-46,-74,0,"0.15-9.42",90
"314","1139693434127",0.15,9.42,112.3,-47,-54,-77,-73,-68,-49,-63,0,"0.15-9.42",90
"315","1139693434379",0.15,9.42,112.3,-47,-55,-76,-75,-66,-51,-63,0,"0.15-9.42",90
"316","1139693434883",0.15,9.42,112.3,-47,-55,-75,-75,-67,-45,-62,0,"0.15-9.42",90
"317","1139693435387",0.15,9.42,112.3,-48,-56,-72,-75,-67,-45,-62,0,"0.15-9.42",90
"318","1139693435891",0.15,9.42,112.3,-47.5,-56,-76,-73,-67,-46,-64,0,"0.15-9.42",90
"319","1139693436143",0.15,9.42,112.3,-46,-55,-76,-72,-68,-46,-61,0,"0.15-9.42",90
"320","1139693436395",0.15,9.42,112.3,-49,-56,-75,-72.6666666666667,-68,-46,-65,0,"0.15-9.42",90
"321","1139693436647",0.15,9.42,112.3,-48,-57,-77,-72,-73,-44,-65,0,"0.15-9.42",90
"322","1139693439419",0.15,9.42,112.3,-47.5,-56,-77,-74,-68,-46,-65,0,"0.15-9.42",90
"323","1139693439923",0.15,9.42,112.3,-48,-55,-78,-74,-68,-45,-63,0,"0.15-9.42",90
"324","1139693440427",0.15,9.42,112.3,-47.5,-54,-76,-74,-73,-45,-72,0,"0.15-9.42",90
"325","1139693441183",0.15,9.42,112.3,-48,-57,-72,-74,-68,-49,-65,0,"0.15-9.42",90
"326","1139693441939",0.15,9.42,112.3,-48,-57,-76,-73,-73,-45,-63,0,"0.15-9.42",90
"327","1139693442951",0.15,9.42,112.3,-47,-55,-74,-73,-74,-44,-63,0,"0.15-9.42",90
"328","1139693443456",0.15,9.42,112.3,-47,-57,-76,-72,-73,-46,-73,0,"0.15-9.42",90
"329","1139693443960",0.15,9.42,112.3,-46,-55,-75,-71,-68,-46,-72,0,"0.15-9.42",90
"330","1139693444212",0.15,9.42,112.3,-46,-55,-70,-74,-73,-44,-63,0,"0.15-9.42",90
"331","1139693444464",0.15,9.42,112.3,-45,-56,-74,-71,-72,-45,-73,0,"0.15-9.42",90
"332","1139693444716",0.15,9.42,112.3,-47,-55,-71,-72,-67,-45,-72,0,"0.15-9.42",90
"333","1139693445220",0.15,9.42,112.3,-48,-57,-76,-73,-74,-45,-65,0,"0.15-9.42",90
"334","1139693586912",0.31,11.09,230.1,-49,-51,-68,-68,-69,-56,-68,0,"0.31-11.09",225
"335","1139693588677",0.31,11.09,230.1,-50,-52,-68,-69,-69,-51,-69,0,"0.31-11.09",225
"336","1139693588929",0.31,11.09,230.1,-49,-54,-67,-69,-69,-57,-67,0,"0.31-11.09",225
"337","1139693589937",0.31,11.09,230.1,-57,-52,-69,-72,-68,-54,-69,0,"0.31-11.09",225
"338","1139693591449",0.31,11.09,230.1,-57.5,-53,-66,-73,-68,-54,-68,0,"0.31-11.09",225
"339","1139693591701",0.31,11.09,230.1,-57,-51,-67,-74,-68,-54,-68,0,"0.31-11.09",225
"340","1139693592457",0.31,11.09,230.1,-55,-51,-68,-69,-70,-52,-65,0,"0.31-11.09",225
"341","1139693592963",0.31,11.09,230.1,-58,-51,-69,-72,-71,-57,-67,0,"0.31-11.09",225
"342","1139693594473",0.31,11.09,230.1,-58,-51,-68,-68,-70,-53,-69,0,"0.31-11.09",225
"343","1139693595481",0.31,11.09,230.1,-57,-53,-70,-68,-69,-52,-69,0,"0.31-11.09",225
"344","1139693595733",0.31,11.09,230.1,-56,-50,-69,-71,-69,-51,-66,0,"0.31-11.09",225
"345","1139693597497",0.31,11.09,230.1,-54,-54,-69,-70,-70,-53,-65,0,"0.31-11.09",225
"346","1139693598253",0.31,11.09,230.1,-49,-54,-68,-67,-69,-55,-66,0,"0.31-11.09",225
"347","1139693598505",0.31,11.09,230.1,-47,-51,-72,-69,-70,-53,-67,0,"0.31-11.09",225
"348","1139693599513",0.31,11.09,230.1,-56,-50,-70,-70,-69,-56,-65,0,"0.31-11.09",225
"349","1139693600017",0.31,11.09,230.1,-47,-50,-71,-69,-69,-55,-66,0,"0.31-11.09",225
"350","1139693600521",0.31,11.09,230.1,-47,-54,-71,-70,-69,-54,-67,0,"0.31-11.09",225
"351","1139693601529",0.31,11.09,230.1,-47,-50,-71,-70,-70,-58,-67,0,"0.31-11.09",225
"352","1139693602537",0.31,11.09,230.1,-58,-50,-71,-70,-69,-52,-69,0,"0.31-11.09",225
"353","1139693602790",0.31,11.09,230.1,-48,-54,-71,-70,-69,-52,-69,0,"0.31-11.09",225
"354","1139693603546",0.31,11.09,230.1,-59,-50,-73.5,-73,-69,-53,-66,0,"0.31-11.09",225
"355","1139693603798",0.31,11.09,230.1,-59,-50,-70,-70.5,-69,-55,-66,0,"0.31-11.09",225
"356","1139693604050",0.31,11.09,230.1,-58,-51,-72,-70,-69,-58,-69,0,"0.31-11.09",225
"357","1139693606574",0.31,11.09,230.1,-46,-49,-67,-69,-70,-55,-69,0,"0.31-11.09",225
"358","1139693607330",0.31,11.09,230.1,-58,-54,-75,-67,-70,-51,-67,0,"0.31-11.09",225
"359","1139693607834",0.31,11.09,230.1,-58,-50,-72,-69,-69,-51,-69,0,"0.31-11.09",225
"360","1139693608086",0.31,11.09,230.1,-58,-49,-67,-72,-69,-53,-65,0,"0.31-11.09",225
"361","1139693609094",0.31,11.09,230.1,-57,-54,-67,-67,-69,-53,-68,0,"0.31-11.09",225
"362","1139693609346",0.31,11.09,230.1,-58,-51,-70,-67,-69,-56,-68,0,"0.31-11.09",225
"363","1139693609598",0.31,11.09,230.1,-47,-49,-66,-72,-69,-51,-68,0,"0.31-11.09",225
"364","1139693610606",0.31,11.09,230.1,-48,-49,-67,-70,-68,-58,-66,0,"0.31-11.09",225
"365","1139693611110",0.31,11.09,230.1,-59,-49,-68,-73,-69,-52,-68,0,"0.31-11.09",225
"366","1139693611362",0.31,11.09,230.1,-48,-54,-71,-70,-69,-52,-68,0,"0.31-11.09",225
"367","1139693611616",0.31,11.09,230.1,-59,-54,-68,-72,-68,-56,-65,0,"0.31-11.09",225
"368","1139693612118",0.31,11.09,230.1,-58,-54,-70,-71,-69,-52,-67,0,"0.31-11.09",225
"369","1139693613126",0.31,11.09,230.1,-57,-54,-72,-68,-69,-55,-68,0,"0.31-11.09",225
"370","1139693665709",0.78,10.94,348.3,-51,-54,-69,-65,-63,-55,-70,0,"0.78-10.94",0
"371","1139693665961",0.78,10.94,348.3,-46,-52,-68,-63,-63,-51,-73,0,"0.78-10.94",0
"372","1139693668482",0.78,10.94,348.3,-47,-55,-68,-64,-71,-59,-70,0,"0.78-10.94",0
"373","1139693668986",0.78,10.94,348.3,-49,-52,-66,-74,-64,-59,-69,0,"0.78-10.94",0
"374","1139693669742",0.78,10.94,348.3,-51.5,-52,-66,-77,-63,-56,-74,0,"0.78-10.94",0
"375","1139693670498",0.78,10.94,348.3,-46,-56,-67,-65,-72,-52,-69,0,"0.78-10.94",0
"376","1139693670750",0.78,10.94,348.3,-51,-51,-65,-64,-63,-56,-75,0,"0.78-10.94",0
"377","1139693671002",0.78,10.94,348.3,-52,-52,-66,-64,-63,-51,-71,0,"0.78-10.94",0
"378","1139693671506",0.78,10.94,348.3,-48,-53,-65.5,-77,-64,-53,-70,0,"0.78-10.94",0
"379","1139693671758",0.78,10.94,348.3,-46,-53,-65,-74,-69,-50,-72,0,"0.78-10.94",0
"380","1139693672514",0.78,10.94,348.3,-50.5,-54,-68,-67,-69,-51,-69,0,"0.78-10.94",0
"381","1139693672766",0.78,10.94,348.3,-51.5,-53,-69,-64,-64,-51,-69,0,"0.78-10.94",0
"382","1139693674530",0.78,10.94,348.3,-47,-54,-66,-67,-63,-52,-71,0,"0.78-10.94",0
"383","1139693675034",0.78,10.94,348.3,-51,-53,-68,-65,-71,-50,-69,0,"0.78-10.94",0
"384","1139693676294",0.78,10.94,348.3,-46,-52,-66,-66,-64,-56,-76,0,"0.78-10.94",0
"385","1139693676798",0.78,10.94,348.3,-51,-55,-67,-67,-64,-56,-68,0,"0.78-10.94",0
"386","1139693678058",0.78,10.94,348.3,-48.5,-52,-65,-64,-64,-52,-74,0,"0.78-10.94",0
"387","1139693678814",0.78,10.94,348.3,-51,-52,-66,-68,-63.5,-53,-73,0,"0.78-10.94",0
"388","1139693680582",0.78,10.94,348.3,-45,-53,-68,-66,-63,-52,-71,0,"0.78-10.94",0
"389","1139693681338",0.78,10.94,348.3,-50,-53,-65,-65,-70,-54,-72,0,"0.78-10.94",0
"390","1139693683358",0.78,10.94,348.3,-45,-55,-66,-69,-64,-55,-72,0,"0.78-10.94",0
"391","1139693683611",0.78,10.94,348.3,-49.5,-53,-68,-65,-64,-59,-72,0,"0.78-10.94",0
"392","1139693683863",0.78,10.94,348.3,-46,-54,-68,-65,-68,-57,-72,0,"0.78-10.94",0
"393","1139693684115",0.78,10.94,348.3,-48,-52,-67,-72,-65,-56,-73,0,"0.78-10.94",0
"394","1139693685123",0.78,10.94,348.3,-49,-54,-68,-68,-64,-59,-74,0,"0.78-10.94",0
"395","1139693686383",0.78,10.94,348.3,-49.5,-54,-67,-68.5,-65,-57,-73,0,"0.78-10.94",0
"396","1139693688399",0.78,10.94,348.3,-46,-52,-67,-69,-69,-55,-72,0,"0.78-10.94",0
"397","1139693688651",0.78,10.94,348.3,-46,-52,-67,-69,-69,-57,-75,0,"0.78-10.94",0
"398","1139693689155",0.78,10.94,348.3,-51,-52,-67,-68,-64,-54,-75,0,"0.78-10.94",0
"399","1139693691423",0.78,10.94,348.3,-46,-52,-67,-65,-64,-58,-72,0,"0.78-10.94",0
"400","1139693691675",0.78,10.94,348.3,-47,-54,-67,-64,-68,-59,-71,0,"0.78-10.94",0
"401","1139693692687",0.78,10.94,348.3,-47,-54,-67,-66,-64,-57,-72,0,"0.78-10.94",0
"402","1139693692940",0.78,10.94,348.3,-49,-55,-66,-64,-63,-53,-70,0,"0.78-10.94",0
"403","1139693738202",0.93,11.69,158.3,-41.5,-57,-73,-71,-67,-43,-71,0,"0.93-11.69",180
"404","1139693740474",0.93,11.69,158.3,-41,-58,-73,-83,-64.5,-45,-69,0,"0.93-11.69",180
"405","1139693741482",0.93,11.69,158.3,-43,-58,-70,-70,-66,-61,-67,0,"0.93-11.69",180
"406","1139693741734",0.93,11.69,158.3,-43,-58,-75,-72,-66,-48,-71,0,"0.93-11.69",180
"407","1139693741986",0.93,11.69,158.3,-42,-58,-67,-70,-67,-49,-69,0,"0.93-11.69",180
"408","1139693742238",0.93,11.69,158.3,-43,-78,-65,-80,-62,-49,-74,0,"0.93-11.69",180
"409","1139693742742",0.93,11.69,158.3,-44,-59,-66,-70,-62,-46,-69,0,"0.93-11.69",180
"410","1139693744002",0.93,11.69,158.3,-44,-57,-70,-70,-62,-48,-76,0,"0.93-11.69",180
"411","1139693744254",0.93,11.69,158.3,-43,-58,-75,-70,-69,-49,-66,0,"0.93-11.69",180
"412","1139693745262",0.93,11.69,158.3,-45,-56,-66,-69,-68,-52,-66,0,"0.93-11.69",180
"413","1139693745766",0.93,11.69,158.3,-45,-56,-70,-69,-62,-44,-75,0,"0.93-11.69",180
"414","1139693746774",0.93,11.69,158.3,-41,-58,-64,-69,-69,-48,-66,0,"0.93-11.69",180
"415","1139693747026",0.93,11.69,158.3,-44,-59,-67,-68,-62,-49,-68,0,"0.93-11.69",180
"416","1139693747278",0.93,11.69,158.3,-44,-58,-76.5,-78,-63,-48,-76,0,"0.93-11.69",180
"417","1139693748035",0.93,11.69,158.3,-43,-58,-71,-69,-69,-46,-69,0,"0.93-11.69",180
"418","1139693749295",0.93,11.69,158.3,-45,-58,-69,-70,-62,-46,-70,0,"0.93-11.69",180
"419","1139693750303",0.93,11.69,158.3,-46,-58,-76.5,-71,-62,-47,-71,0,"0.93-11.69",180
"420","1139693750555",0.93,11.69,158.3,-44,-58,-65,-69,-63,-47,-68,0,"0.93-11.69",180
"421","1139693750807",0.93,11.69,158.3,-40,-56,-65,-69,-68,-53,-68,0,"0.93-11.69",180
"422","1139693751059",0.93,11.69,158.3,-44,-58,-75,-70,-63,-49,-68,0,"0.93-11.69",180
"423","1139693752067",0.93,11.69,158.3,-40,-57,-70,-68,-63,-49,-76,0,"0.93-11.69",180
"424","1139693752571",0.93,11.69,158.3,-45,-56,-67,-69,-69,-46,-75,0,"0.93-11.69",180
"425","1139693754335",0.93,11.69,158.3,-44,-58,-65,-69,-69,-47,-67,0,"0.93-11.69",180
"426","1139693754587",0.93,11.69,158.3,-44.5,-58,-64,-68,-69,-46,-74,0,"0.93-11.69",180
"427","1139693755595",0.93,11.69,158.3,-45,-58,-64,-67,-68,-47,-68,0,"0.93-11.69",180
"428","1139693756859",0.93,11.69,158.3,-45,-58,-75,-79,-63,-49,-75,0,"0.93-11.69",180
"429","1139693757867",0.93,11.69,158.3,-45,-58,-72.5,-80,-63,-47,-75,0,"0.93-11.69",180
"430","1139693758371",0.93,11.69,158.3,-43,-58,-70,-70,-69,-45,-70,0,"0.93-11.69",180
"431","1139693758875",0.93,11.69,158.3,-44,-58,-64,-69,-69,-49,-70,0,"0.93-11.69",180
"432","1139693759127",0.93,11.69,158.3,-44,-58,-70,-70,-69,-47,-74,0,"0.93-11.69",180
"433","1139693760387",0.93,11.69,158.3,-44,-57,-67,-68,-62,-47,-65,0,"0.93-11.69",180
"434","1139693761143",0.93,11.69,158.3,-44,-57,-70,-69,-63,-46,-66,0,"0.93-11.69",180
"435","1139693761395",0.93,11.69,158.3,-43,-58,-70,-69,-69,-48,-67,0,"0.93-11.69",180
"436","1139693762907",0.93,11.69,158.3,-41,-58,-75,-80,-62,-46,-70,0,"0.93-11.69",180
"437","1139693763412",0.93,11.69,158.3,-44,-58,-70,-78,-63,-46,-66,0,"0.93-11.69",180
"438","1139693764420",0.93,11.69,158.3,-45,-58,-67,-69,-66,-47,-71,0,"0.93-11.69",180
"439","1139693764672",0.93,11.69,158.3,-45,-58,-64,-69,-63,-47,-69,0,"0.93-11.69",180
"440","1139693764924",0.93,11.69,158.3,-44,-58,-69,-79,-69,-46,-68,0,"0.93-11.69",180
"441","1139693765176",0.93,11.69,158.3,-40,-58,-69,-70,-69,-49,-68,0,"0.93-11.69",180
"442","1139693830232",1.08,12.19,229.1,-48,-53,-73,-70,-73,-52,-78,0,"1.08-12.19",225
"443","1139693830988",1.08,12.19,229.1,-56,-58,-71,-68,-74,-53,-72,0,"1.08-12.19",225
"444","1139693831744",1.08,12.19,229.1,-56,-51,-71,-69,-71,-57,-75,0,"1.08-12.19",225
"445","1139693833508",1.08,12.19,229.1,-55,-52,-70,-64,-73,-50,-74,0,"1.08-12.19",225
"446","1139693833760",1.08,12.19,229.1,-55,-52,-70,-67,-72,-50,-75,0,"1.08-12.19",225
"447","1139693834012",1.08,12.19,229.1,-53,-51,-70,-64,-73,-58,-74,0,"1.08-12.19",225
"448","1139693834264",1.08,12.19,229.1,-54,-57,-69,-65,-73,-51,-75,0,"1.08-12.19",225
"449","1139693834516",1.08,12.19,229.1,-54,-57,-69,-67,-72,-51,-73,0,"1.08-12.19",225
"450","1139693835780",1.08,12.19,229.1,-52,-56,-68,-67,-71,-59,-74,0,"1.08-12.19",225
"451","1139693836284",1.08,12.19,229.1,-52,-56,-69,-72,-71,-49,-74,0,"1.08-12.19",225
"452","1139693836788",1.08,12.19,229.1,-54,-51,-70,-68,-72,-51,-76,0,"1.08-12.19",225
"453","1139693837544",1.08,12.19,229.1,-54,-51,-69,-68,-71,-49,-75,0,"1.08-12.19",225
"454","1139693837796",1.08,12.19,229.1,-52,-58,-68,-67,-72,-48,-74,0,"1.08-12.19",225
"455","1139693838048",1.08,12.19,229.1,-54,-51,-70,-68,-71,-51,-75,0,"1.08-12.19",225
"456","1139693838300",1.08,12.19,229.1,-53.5,-57,-69,-72.5,-71,-51,-70,0,"1.08-12.19",225
"457","1139693838804",1.08,12.19,229.1,-53,-55,-69,-68,-70,-51,-74,0,"1.08-12.19",225
"458","1139693839056",1.08,12.19,229.1,-54,-56,-69,-68,-71,-55,-73,0,"1.08-12.19",225
"459","1139693839308",1.08,12.19,229.1,-52,-56,-70,-67,-70,-49,-73,0,"1.08-12.19",225
"460","1139693839560",1.08,12.19,229.1,-54,-58,-70,-67,-71,-51,-73,0,"1.08-12.19",225
"461","1139693840316",1.08,12.19,229.1,-54,-51,-69,-67,-71,-49,-75,0,"1.08-12.19",225
"462","1139693841324",1.08,12.19,229.1,-52,-56,-70,-67,-70.5,-51,-74,0,"1.08-12.19",225
"463","1139693841576",1.08,12.19,229.1,-52,-57,-69,-68,-71,-50,-72,0,"1.08-12.19",225
"464","1139693842084",1.08,12.19,229.1,-55,-57,-69,-68,-70,-50,-75,0,"1.08-12.19",225
"465","1139693842336",1.08,12.19,229.1,-56,-57,-68,-66,-70,-50,-73,0,"1.08-12.19",225
"466","1139693842841",1.08,12.19,229.1,-56,-56,-70,-73,-70,-51,-74,0,"1.08-12.19",225
"467","1139693844101",1.08,12.19,229.1,-54,-51,-69,-68,-71,-49,-73,0,"1.08-12.19",225
"468","1139693844353",1.08,12.19,229.1,-54,-51,-69,-68,-71,-51,-74,0,"1.08-12.19",225
"469","1139693844605",1.08,12.19,229.1,-58,-57,-70,-68,-71,-58,-72,0,"1.08-12.19",225
"470","1139693844857",1.08,12.19,229.1,-53,-57,-70,-67,-70,-50,-72,0,"1.08-12.19",225
"471","1139693845865",1.08,12.19,229.1,-55,-51,-69,-73,-71,-49.5,-71,0,"1.08-12.19",225
"472","1139693846117",1.08,12.19,229.1,-51,-55,-67.5,-66,-72,-56,-73,0,"1.08-12.19",225
"473","1139693848385",1.08,12.19,229.1,-52,-57,-70,-69,-72,-52,-75,0,"1.08-12.19",225
"474","1139693848637",1.08,12.19,229.1,-52,-56,-70,-65,-72,-51,-72,0,"1.08-12.19",225
"475","1139693848889",1.08,12.19,229.1,-53,-51,-69.5,-66,-71,-51,-70,0,"1.08-12.19",225
"476","1139693850149",1.08,12.19,229.1,-50,-50,-69,-67,-72,-55,-74,0,"1.08-12.19",225
"477","1139693850401",1.08,12.19,229.1,-50,-57,-67,-72,-72,-50,-76,0,"1.08-12.19",225
"478","1139693850907",1.08,12.19,229.1,-52,-56,-69,-66,-73,-50,-74,0,"1.08-12.19",225
"479","1139693851157",1.08,12.19,229.1,-48.5,-57,-68.5,-65,-72,-54,-77,0,"1.08-12.19",225
"480","1139693851661",1.08,12.19,229.1,-49,-56,-69,-68,-71,-50,-71,0,"1.08-12.19",225
"481","1139693851913",1.08,12.19,229.1,-48,-57,-70,-68,-73,-49,-74,0,"1.08-12.19",225
"482","1139693852165",1.08,12.19,229.1,-52,-56,-69,-69,-72,-54,-77,0,"1.08-12.19",225
"483","1139693854185",1.08,12.19,229.1,-48,-55,-68,-67,-74,-49,-72,0,"1.08-12.19",225
"484","1139693854941",1.08,12.19,229.1,-48,-55,-68,-65,-74,-49,-72,0,"1.08-12.19",225
"485","1139693855697",1.08,12.19,229.1,-52,-55,-69,-67,-74,-48,-70,0,"1.08-12.19",225
"486","1139693856201",1.08,12.19,229.1,-47,-57,-69,-68,-73,-49,-75,0,"1.08-12.19",225
"487","1139693856957",1.08,12.19,229.1,-49.5,-56,-68,-66,-71,-49,-75,0,"1.08-12.19",225
"488","1139693915869",4.51,7.63,330.5,-49,-44,-64,-66,-66,-57,-62,0,"4.51-7.63",315
"489","1139693916373",4.51,7.63,330.5,-50,-45,-66,-66,-68,-63,-64,0,"4.51-7.63",315
"490","1139693916877",4.51,7.63,330.5,-48,-46,-64,-64,-69,-57,-63,0,"4.51-7.63",315
"491","1139693917129",4.51,7.63,330.5,-48,-45,-66,-64,-67,-55,-64,0,"4.51-7.63",315
"492","1139693917381",4.51,7.63,330.5,-47,-46,-66,-65,-60,-60,-63,0,"4.51-7.63",315
"493","1139693917885",4.51,7.63,330.5,-49,-47,-66,-66.5,-59,-64,-62,0,"4.51-7.63",315
"494","1139693918137",4.51,7.63,330.5,-53,-55,-67,-62,-68,-56,-62,0,"4.51-7.63",315
"495","1139693918389",4.51,7.63,330.5,-48,-54,-66,-61,-68,-57,-62,0,"4.51-7.63",315
"496","1139693918893",4.51,7.63,330.5,-48,-54,-64,-63,-68,-57,-62,0,"4.51-7.63",315
"497","1139693919145",4.51,7.63,330.5,-54.5,-55,-68,-64,-61,-59,-63,0,"4.51-7.63",315
"498","1139693920913",4.51,7.63,331,-49,-46,-66,-68,-67,-57,-62,0,"4.51-7.63",315
"499","1139693921417",4.51,7.63,331,-49,-46,-66,-66,-60,-63,-62,0,"4.51-7.63",315
"500","1139693921669",4.51,7.63,331,-47,-46,-64,-66,-61,-58,-64,0,"4.51-7.63",315
