"","time","posX","posY","orientation","X00.14.bf.b1.97.8a","X00.0f.a3.39.e1.c0","X00.14.bf.3b.c7.c6","X00.14.bf.b1.97.81","X00.14.bf.b1.97.8d","X00.14.bf.b1.97.90","X00.0f.a3.39.dd.cd","nas","posXY","angle"
"918","1140720536730",23.24,7.5,7.9,-63,-57,-58,-55,-59,-67,-78,0,"23.24-7.50",0
"919","1140720536982",23.24,7.5,7.9,-65,-57,-58,-54,-54.8630723149337,-69,-81,1,"23.24-7.50",0
"920","1140720537234",23.24,7.5,7.9,-64,-57,-58,-54,-59,-70,-82,0,"23.24-7.50",0
"921","1140720537486",23.24,7.5,7.9,-56.4354204773103,-57,-61,-55,-59,-69,-77,1,"23.24-7.50",0
"922","1140720537738",23.24,7.5,7.9,-63,-58,-55,-53,-54,-69,-84,0,"23.24-7.50",0
"923","1140720537990",23.24,7.5,7.9,-65,-57,-61,-54,-54,-71,-83,0,"23.24-7.50",0
"924","1140720538242",23.24,7.5,7.9,-64,-58,-60.0102496192809,-56.6546902475314,-54.8630723149337,-70,-76,3,"23.24-7.50",0
"925","1140720538494",23.24,7.5,7.9,-61,-58,-61,-54,-59,-69,-80,0,"23.24-7.50",0
"926","1140720538746",23.24,7.5,7.9,-56.4354204773103,-56,-62,-52,-54,-66.2612341491531,-82,2,"23.24-7.50",0
"927","1140720538998",23.24,7.5,7.9,-64,-56,-60,-52,-54,-69,-79,0,"23.24-7.50",0
"928","1140720539254",23.24,7.5,7.9,-63,-57,-60,-53,-57,-70,-78,0,"23.24-7.50",0
"929","1140720539506",23.24,7.5,7.9,-69,-56,-60.0102496192809,-54,-59,-66.2612341491531,-79,2,"23.24-7.50",0
"930","1140720539758",23.24,7.5,7.9,-56.4354204773103,-55,-60.0102496192809,-53,-57,-67,-78,2,"23.24-7.50",0
"931","1140720540010",23.24,7.5,7.9,-63,-55,-56,-53,-55,-66,-80,0,"23.24-7.50",0
"932","1140720540262",23.24,7.5,7.9,-63,-56,-57,-53,-57,-66.2612341491531,-79,1,"23.24-7.50",0
"933","1140720540514",23.24,7.5,7.9,-63,-55,-59,-53,-58,-66,-78,0,"23.24-7.50",0
"934","1140720540766",23.24,7.5,7.9,-66.5,-56,-62,-53,-54.8630723149337,-68,-81,1,"23.24-7.50",0
"935","1140720541018",23.24,7.5,7.9,-64,-56,-60.0102496192809,-56.6546902475314,-54,-72,-77,2,"23.24-7.50",0
"936","1140720541270",23.24,7.5,7.9,-64,-58,-58,-53,-53,-70,-79,0,"23.24-7.50",0
"937","1140720541522",23.24,7.5,7.9,-64,-56,-57,-54,-54.8630723149337,-69,-77,1,"23.24-7.50",0
"938","1140720541774",23.24,7.5,7.9,-56.4354204773103,-56,-61,-53,-53,-69,-78,1,"23.24-7.50",0
"939","1140720542026",23.24,7.5,7.9,-63,-58,-61,-54,-54,-70,-78,0,"23.24-7.50",0
"940","1140720542278",23.24,7.5,7.9,-63,-57,-62,-53,-58,-72,-77,0,"23.24-7.50",0
"941","1140720542534",23.24,7.5,7.9,-56.4354204773103,-57,-58,-53,-58,-66,-78,1,"23.24-7.50",0
"942","1140720542786",23.24,7.5,7.9,-63.5,-58,-58,-54,-59,-69,-79,0,"23.24-7.50",0
"943","1140720543038",23.24,7.5,7.9,-56.4354204773103,-58,-60.0102496192809,-53,-53,-67,-81,2,"23.24-7.50",0
"944","1140720543290",23.24,7.5,7.9,-64,-58,-57,-56.6546902475314,-53,-66.2612341491531,-79,2,"23.24-7.50",0
"945","1140720543542",23.24,7.5,7.9,-64,-58,-57,-56.6546902475314,-60,-70,-78,1,"23.24-7.50",0
"946","1140720543794",23.24,7.5,7.9,-60,-55,-61,-54,-61,-71,-76,0,"23.24-7.50",0
"947","1140720544046",23.24,7.5,7.9,-69,-55,-60.0102496192809,-54,-61,-67,-77,1,"23.24-7.50",0
"948","1140720544298",23.24,7.5,7.9,-65,-56,-59,-54,-61,-66.2612341491531,-77,1,"23.24-7.50",0
"949","1140720544550",23.24,7.5,7.9,-56.4354204773103,-58,-59,-53,-54.8630723149337,-67,-77,2,"23.24-7.50",0
"950","1140720544802",23.24,7.5,7.9,-69,-57,-58,-54,-53,-67,-82,0,"23.24-7.50",0
"951","1140720545054",23.24,7.5,7.9,-56.4354204773103,-57,-62,-54,-53,-66,-76,1,"23.24-7.50",0
"952","1140720545306",23.24,7.5,7.9,-64,-59,-57,-53,-54.8630723149337,-71,-79,1,"23.24-7.50",0
"953","1140720545558",23.24,7.5,7.9,-64,-55,-61,-54,-60,-66.2612341491531,-78,1,"23.24-7.50",0
"954","1140720545810",23.24,7.5,7.9,-62.5,-57,-59,-54,-53,-69,-70.3135619015994,1,"23.24-7.50",0
"955","1140720546062",23.24,7.5,7.9,-69,-58,-60.0102496192809,-54,-53,-66.2612341491531,-77,2,"23.24-7.50",0
"956","1140720546314",23.24,7.5,7.9,-64,-58,-60,-55,-61,-66.2612341491531,-84,1,"23.24-7.50",0
"957","1140720546566",23.24,7.5,7.9,-68,-57,-60.0102496192809,-52,-53,-66.2612341491531,-77,2,"23.24-7.50",0
"958","1140720546818",23.24,7.5,7.9,-65,-57,-57,-55,-60,-72,-77,0,"23.24-7.50",0
"959","1140720547070",23.24,7.5,7.9,-65,-58,-60.0102496192809,-56.6546902475314,-53,-71,-79,2,"23.24-7.50",0
"960","1140720547322",23.24,7.5,7.9,-62,-57,-60,-53,-54.8630723149337,-71,-78,1,"23.24-7.50",0
"961","1140720547574",23.24,7.5,7.9,-65,-57,-59,-53,-60,-70,-84,0,"23.24-7.50",0
"962","1140720547826",23.24,7.5,7.9,-65,-55,-55,-52,-54.8630723149337,-66.2612341491531,-77,2,"23.24-7.50",0
"963","1140720548078",23.24,7.5,7.9,-56.4354204773103,-58,-61,-56.6546902475314,-52,-66.2612341491531,-83,3,"23.24-7.50",0
"964","1140720548331",23.24,7.5,7.9,-66,-58,-59,-54,-52,-70,-85,0,"23.24-7.50",0
"965","1140720548583",23.24,7.5,7.9,-65,-59,-59,-54,-62,-72,-84,0,"23.24-7.50",0
"966","1140720548835",23.24,7.5,7.9,-65,-58,-57,-55,-61,-70,-83,0,"23.24-7.50",0
"967","1140720549086",23.24,7.5,7.9,-65,-56,-59,-54,-54.8630723149337,-66.2612341491531,-78,2,"23.24-7.50",0
"968","1140720549339",23.24,7.5,7.9,-56.4354204773103,-57,-62,-54,-52,-71,-78,1,"23.24-7.50",0
"969","1140720549599",23.24,7.5,7.9,-66,-56,-72,-51,-54.8630723149337,-67,-85,1,"23.24-7.50",0
"970","1140720549851",23.24,7.5,7.9,-67,-58,-61,-55,-60,-68,-86,0,"23.24-7.50",0
"971","1140720550103",23.24,7.5,7.9,-66,-56,-59,-54,-53,-70,-85,0,"23.24-7.50",0
"972","1140720550355",23.24,7.5,7.9,-65,-58,-61,-51,-52,-70,-82,0,"23.24-7.50",0
"973","1140720550607",23.24,7.5,7.9,-66,-55,-60.0102496192809,-56.6546902475314,-52,-70,-77,2,"23.24-7.50",0
"974","1140720550859",23.24,7.5,7.9,-65,-56,-59,-54,-62,-70,-76,0,"23.24-7.50",0
"975","1140720551111",23.24,7.5,7.9,-67,-57,-61,-55,-61,-68,-78,0,"23.24-7.50",0
"976","1140720551363",23.24,7.5,7.9,-67,-56,-62,-54,-61,-72,-78,0,"23.24-7.50",0
"977","1140720551615",23.24,7.5,7.9,-67,-56,-59,-55,-61,-66.2612341491531,-84,1,"23.24-7.50",0
"978","1140720551867",23.24,7.5,7.9,-56.4354204773103,-55,-59,-56,-60,-66.2612341491531,-84,2,"23.24-7.50",0
"979","1140720552119",23.24,7.5,7.9,-56.4354204773103,-56,-60,-56,-61,-66.2612341491531,-79,2,"23.24-7.50",0
"980","1140720552371",23.24,7.5,7.9,-67.5,-55,-60.0102496192809,-56,-54.8630723149337,-71,-78,2,"23.24-7.50",0
"981","1140720552623",23.24,7.5,7.9,-56.4354204773103,-56,-59,-56,-62,-72,-78,1,"23.24-7.50",0
"982","1140720552875",23.24,7.5,7.9,-68,-55,-61,-56.6546902475314,-52,-71,-77,1,"23.24-7.50",0
"983","1140720553127",23.24,7.5,7.9,-68,-55,-60,-52,-60,-70,-84,0,"23.24-7.50",0
"984","1140720553379",23.24,7.5,7.9,-67,-56,-58,-55,-59,-68,-77,0,"23.24-7.50",0
"985","1140720553631",23.24,7.5,7.9,-68,-57,-60,-56,-58,-71,-86,0,"23.24-7.50",0
"986","1140720553883",23.24,7.5,7.9,-68,-57,-60,-56.6546902475314,-60,-71,-82,1,"23.24-7.50",0
"987","1140720554135",23.24,7.5,7.9,-68,-55,-61,-55,-60,-70,-82,0,"23.24-7.50",0
"988","1140720554387",23.24,7.5,7.9,-67,-57,-59,-56,-60,-71,-83,0,"23.24-7.50",0
